ANNEE;COM_FIN;COM_INI;LIB_COM_FIN;LIB_COM_INI;TYPE
2017;50260;50260;Juvigny-le-Tertre;Juvigny les VallÇes;F
2017;50318;50260;Le Mesnil-Rainfray;Juvigny les VallÇes;F
2017;50323;50260;Le Mesnil-Tìve;Juvigny les VallÇes;F
2017;50333;50400;Les Moitiers-en-Bauptois;Picauville;F
2017;50400;50400;Picauville;Picauville;F
2017;50119;50431;Les Champs-de-Losque;Remilly Les Marais;F
2017;50325;50431;Le Mesnil-Vigot;Remilly Les Marais;F
2017;50431;50431;Remilly-sur-Lozon;Remilly Les Marais;F
2017;50404;50444;Placy-Montaigu;Saint-Amand-Villages;F
2017;50444;50444;Saint-Amand;Saint-Amand-Villages;F
2017;50018;50487;Argouges;Saint-James;F
2017;50100;50487;Carnet;Saint-James;F
2017;50154;50487;La Croix-Avranchin;Saint-James;F
2017;50337;50487;Montanel;Saint-James;F
2017;50487;50487;Saint-James;Saint-James;F
2017;50627;50487;Vergoncey;Saint-James;F
2017;50640;50487;Villiers-le-PrÇ;Saint-James;F
2017;51075;51075;Bourgogne;Bourgogne-Fresne;F
2017;51261;51075;Fresne-läs-Reims;Bourgogne-Fresne;F
2017;02344;51171;Gernicourt;Cormicy;F
2017;51171;51171;Cormicy;Cormicy;F
2017;52064;52064;Bourmont;Bourmont-entre-Meuse-et-Mouzon;F
2017;52351;52064;Nijon;Bourmont-entre-Meuse-et-Mouzon;F
2017;52140;52140;Colombey-les-Deux-êglises;Colombey les Deux êglises;F
2017;52262;52140;Lamothe-en-Blaisy;Colombey les Deux êglises;F
2017;53017;53017;BallÇe;Val-du-Maine;F
2017;53095;53017;êpineux-le-Seguin;Val-du-Maine;F
2017;53161;53161;Montsñrs;Montsñrs-Saint-CÇnerÇ;F
2017;53205;53161;Saint-CÇnerÇ;Montsñrs-Saint-CÇnerÇ;F
2017;53032;53228;Blandouet;Blandouet-Saint Jean;F
2017;53228;53228;Saint-Jean-sur-Erve;Blandouet-Saint Jean;F
2017;54099;54099;Briey;Val de Briey;F
2017;54341;54099;Mance;Val de Briey;F
2017;54342;54099;Mancieulles;Val de Briey;F
2017;56033;56033;Carentoir;Carentoir;F
2017;56183;56033;Quelneuc;Carentoir;F
2017;56038;56061;La Chapelle-Gaceline;La Gacilly;F
2017;56061;56061;La Gacilly;La Gacilly;F
2017;56064;56061;GlÇnac;La Gacilly;F
2017;57148;57148;Colligny;Colligny-Maizery;F
2017;57432;57148;Maizery;Colligny-Maizery;F
2017;57482;57482;Montoy-Flanville;Ogy-Montoy-Flanville;F
2017;57523;57482;Ogy;Ogy-Montoy-Flanville;F
2017;58022;58204;Balleray;Vaux d'Amognes;F
2017;58204;58204;Ourouâr;Vaux d'Amognes;F
2017;60029;60029;Auneuil;Auneuil;F
2017;60649;60029;Troussures;Auneuil;F
2017;60196;60196;Le DÇluge;La Drenne;F
2017;60453;60196;La Neuville-d'Aumont;La Drenne;F
2017;60532;60196;Ressons-l'Abbaye;La Drenne;F
2017;61004;61168;Antoigny;La FertÇ MacÇ;F
2017;61168;61168;La FertÇ-MacÇ;La FertÇ MacÇ;F
2017;61154;61196;Eperrais;Belforàt-en-Perche;F
2017;61196;61196;Le GuÇ-de-la-Chaåne;Belforàt-en-Perche;F
2017;61318;61196;Origny-le-Butin;Belforàt-en-Perche;F
2017;61325;61196;La Perriäre;Belforàt-en-Perche;F
2017;61437;61196;Saint-Ouen-de-la-Cour;Belforàt-en-Perche;F
2017;61471;61196;SÇrigny;Belforàt-en-Perche;F
2017;61009;61474;Aubry-en-Exmes;Gouffern en Auge;F
2017;61019;61474;Avernes-sous-Exmes;Gouffern en Auge;F
2017;61057;61474;Le Bourg-Saint-LÇonard;Gouffern en Auge;F
2017;61083;61474;Chambois;Gouffern en Auge;F
2017;61110;61474;La Cochäre;Gouffern en Auge;F
2017;61131;61474;CourmÇnil;Gouffern en Auge;F
2017;61157;61474;Exmes;Gouffern en Auge;F
2017;61161;61474;Fel;Gouffern en Auge;F
2017;61315;61474;OmmÇel;Gouffern en Auge;F
2017;61449;61474;Saint-Pierre-la-Riviäre;Gouffern en Auge;F
2017;61474;61474;Silly-en-Gouffern;Gouffern en Auge;F
2017;61477;61474;Survie;Gouffern en Auge;F
2017;61496;61474;Urou-et-Crennes;Gouffern en Auge;F
2017;61504;61474;Villebadin;Gouffern en Auge;F
2017;62294;62295;Enguinegatte;Enquin-lez-Guinegatte;F
2017;62295;62295;Enquin-les-Mines;Enquin-lez-Guinegatte;F
2017;62431;62471;Herbelles;Bellinghem;F
2017;62471;62471;Inghem;Bellinghem;F
2017;64020;64225;Ance;Ance FÇas;F
2017;64225;64225;FÇas;Ance FÇas;F
2017;65081;65081;BenquÇ;BenquÇ-Moläre;F
2017;65312;65081;Moläre;BenquÇ-Moläre;F
2017;65399;65399;Saligos;Saligos;F
2017;65480;65399;Vizos;Saligos;F
2017;67202;67202;Hochfelden;Hochfelden;F
2017;67439;67202;Schaffhouse-sur-Zorn;Hochfelden;F
2017;69024;69024;Le Bois-d'Oingt;Val d'Oingt;F
2017;69146;69024;Oingt;Val d'Oingt;F
2017;69222;69024;Saint-Laurent-d'Oingt;Val d'Oingt;F
2017;69114;69159;Liergues;Porte des Pierres DorÇes;F
2017;69159;69159;Pouilly-le-Monial;Porte des Pierres DorÇes;F
2017;69195;69228;Saint-Didier-sous-Riverie;Chabaniäre;F
2017;69228;69228;Saint-Maurice-sur-Dargoire;Chabaniäre;F
2017;69237;69228;Saint-Sorlin;Chabaniäre;F
2017;70345;70489;Miellin;Servance-Miellin;F
2017;70489;70489;Servance;Servance-Miellin;F
2017;71180;71582;Donzy-le-National;La Vineuse sur Fregande;F
2017;71288;71582;Massy;La Vineuse sur Fregande;F
2017;71582;71582;La Vineuse;La Vineuse sur Fregande;F
2017;71587;71582;Vitry-läs-Cluny;La Vineuse sur Fregande;F
2017;72025;72025;Bazouges-sur-le-Loir;Bazouges CrÇ sur Loir;F
2017;72108;72025;CrÇ-sur-Loir;Bazouges CrÇ sur Loir;F
2017;72071;72071;ChÉteau-du-Loir;Montval-sur-Loir;F
2017;72203;72071;Montabon;Montval-sur-Loir;F
2017;72384;72071;Vouvray-sur-Loir;Montval-sur-Loir;F
2017;72063;72262;La Chapelle-Gaugain;Loir en VallÇe;F
2017;72159;72262;Lavenay;Loir en VallÇe;F
2017;72240;72262;PoncÇ-sur-le-Loir;Loir en VallÇe;F
2017;72262;72262;RuillÇ-sur-Loir;Loir en VallÇe;F
2017;72082;72308;Le Chevain;Saint-Paterne - Le Chevain;F
2017;72308;72308;Saint-Paterne;Saint-Paterne - Le Chevain;F
2017;73198;73227;La Perriäre;Courchevel;F
2017;73227;73227;Saint-Bon-Tarentaise;Courchevel;F
2017;73163;73235;Montaimont;Saint Franáois Longchamp;F
2017;73167;73235;Montgellafrey;Saint Franáois Longchamp;F
2017;73235;73235;Saint-Franáois-Longchamp;Saint Franáois Longchamp;F
2017;73056;73290;Bramans;Val-Cenis;F
2017;73143;73290;Lanslebourg-Mont-Cenis;Val-Cenis;F
2017;73144;73290;Lanslevillard;Val-Cenis;F
2017;73287;73290;Solliäres-Sardiäres;Val-Cenis;F
2017;73290;73290;Termignon;Val-Cenis;F
2017;74010;74010;Annecy;Annecy;F
2017;74011;74010;Annecy-le-Vieux;Annecy;F
2017;74093;74010;Cran-Gevrier;Annecy;F
2017;74182;74010;Meythet;Annecy;F
2017;74217;74010;Pringy;Annecy;F
2017;74268;74010;Seynod;Annecy;F
2017;74022;74282;Aviernoz;Filliäre;F
2017;74120;74282;êvires;Filliäre;F
2017;74204;74282;Les Olliäres;Filliäre;F
2017;74245;74282;Saint-Martin-Bellevue;Filliäre;F
2017;74282;74282;Thorens-Gliäres;Filliäre;F
2017;76127;76146;Bosc-Roger-sur-Buchy;Buchy;F
2017;76146;76146;Buchy;Buchy;F
2017;76248;76146;Estouteville-êcalles;Buchy;F
2017;76044;76258;Auzouville-Auberbosc;Terres-de-Caux;F
2017;76078;76258;Bennetot;Terres-de-Caux;F
2017;76080;76258;Bermonville;Terres-de-Caux;F
2017;76258;76258;Fauville-en-Caux;Terres-de-Caux;F
2017;76525;76258;Ricarville;Terres-de-Caux;F
2017;76607;76258;Sainte-Marguerite-sur-Fauville;Terres-de-Caux;F
2017;76639;76258;Saint-Pierre-Lavis;Terres-de-Caux;F
2017;77316;77316;Moret Loing et Orvanne;Moret-Loing-et-Orvanne;F
2017;77491;77316;Veneux-les-Sablons;Moret-Loing-et-Orvanne;F
2017;79044;79063;BouillÇ-Saint-Paul;Val en Vignes;F
2017;79063;79063;Cersay;Val en Vignes;F
2017;79168;79063;Massais;Val en Vignes;F
2017;79006;79136;Les Alleuds;Alloinay;F
2017;79136;79136;Gournay-LoizÇ;Alloinay;F
2017;79185;79185;Mougon;Mougon-ThorignÇ;F
2017;79327;79185;ThorignÇ;Mougon-ThorignÇ;F
2017;80295;80295;êtinehem;êtinehem-MÇricourt;F
2017;80532;80295;MÇricourt-sur-Somme;êtinehem-MÇricourt;F
2017;80447;80621;Hyencourt-le-Grand;Hypercourt;F
2017;80608;80621;OmiÇcourt;Hypercourt;F
2017;80621;80621;Pertain;Hypercourt;F
2017;81113;81218;Labastide-DÇnat;Puygouzon;F
2017;81218;81218;Puygouzon;Puygouzon;F
2017;85009;85009;Auzay;Auchay-sur-VendÇe;F
2017;85044;85009;Chaix;Auchay-sur-VendÇe;F
2017;85052;85152;La Chapelle-Achard;Les Achards;F
2017;85152;85152;La Mothe-Achard;Les Achards;F
2017;86019;86019;Beaumont;Beaumont Saint-Cyr;F
2017;86219;86019;Saint-Cyr;Beaumont Saint-Cyr;F
2017;86053;86053;Champigny-le-Sec;Champigny en Rochereau;F
2017;86208;86053;Le Rochereau;Champigny en Rochereau;F
2017;86115;86115;Jaunay-Clan;Jaunay-Marigny;F
2017;86146;86115;Marigny-Brizay;Jaunay-Marigny;F
2017;86030;86281;Blaslay;Saint Martin la Pallu;F
2017;86060;86281;Charrais;Saint Martin la Pallu;F
2017;86071;86281;ChenechÇ;Saint Martin la Pallu;F
2017;86281;86281;Vendeuvre-du-Poitou;Saint Martin la Pallu;F
2017;88029;88029;Bains-les-Bains;La Vìge-les-Bains;F
2017;88234;88029;Harsault;La Vìge-les-Bains;F
2017;88235;88029;Hautmougey;La Vìge-les-Bains;F
2017;88392;88475;Rocourt;Tollaincourt;F
2017;88475;88475;Tollaincourt;Tollaincourt;F
2017;89003;89003;Aillant-sur-Tholon;Montholon;F
2017;89078;89003;Champvallon;Montholon;F
2017;89473;89003;Villiers-sur-Tholon;Montholon;F
2017;89484;89003;VolgrÇ;Montholon;F
2017;89001;89130;Accolay;Deux Riviäres;F
2017;89130;89130;Cravant;Deux Riviäres;F
2017;89174;89405;Fontenailles;Les Hauts de Forterre;F
2017;89260;89405;Molesmes;Les Hauts de Forterre;F
2017;89405;89405;Taingy;Les Hauts de Forterre;F
2016;01015;01015;Arbignieu;Arboys en Bugey;F
2016;01340;01015;Saint-Bois;Arboys en Bugey;F
2016;01080;01080;Champdor;Champdor-Corcelles;F
2016;01119;01080;Corcelles;Champdor-Corcelles;F
2016;01176;01187;Le Grand-Abergement;Haut Valromey;F
2016;01187;01187;Hotonnes;Haut Valromey;F
2016;01292;01187;Le Petit-Abergement;Haut Valromey;F
2016;01409;01187;Songieu;Haut Valromey;F
2016;01204;01204;Lalleyriat;Le Poizat-Lalleyriat;F
2016;01300;01204;Le Poizat;Le Poizat-Lalleyriat;F
2016;01271;01286;Nattages;Parves et Nattages;F
2016;01286;01286;Parves;Parves et Nattages;F
2016;01182;01338;GroslÇe;GroslÇe-Saint-Benoit;F
2016;01338;01338;Saint-Benoåt;GroslÇe-Saint-Benoit;F
2016;01312;01426;Pressiat;Val-Revermont;F
2016;01426;01426;Treffort-Cuisiat;Val-Revermont;F
2016;02053;02053;Baulne-en-Brie;VallÇes en Champagne;F
2016;02161;02053;La Chapelle-Monthodon;VallÇes en Champagne;F
2016;02669;02053;Saint-Agnan;VallÇes en Champagne;F
2016;02348;02439;Glennes;Les Septvallons;F
2016;02439;02439;Longueval-Barbonval;Les Septvallons;F
2016;02479;02439;Merval;Les Septvallons;F
2016;02597;02439;Perles;Les Septvallons;F
2016;02646;02439;RÇvillon;Les Septvallons;F
2016;02771;02439;VauxcÇrÇ;Les Septvallons;F
2016;02811;02439;Villers-en-Prayäres;Les Septvallons;F
2016;02026;02458;Artonges;Dhuys et Morin-en-Brie;F
2016;02147;02458;La Celle-sous-Montmirail;Dhuys et Morin-en-Brie;F
2016;02325;02458;Fontenelle-en-Brie;Dhuys et Morin-en-Brie;F
2016;02458;02458;Marchais-en-Brie;Dhuys et Morin-en-Brie;F
2016;03123;03158;Givarlais;Haut-Bocage;F
2016;03153;03158;Louroux-Hodement;Haut-Bocage;F
2016;03158;03158;Maillet;Haut-Bocage;F
2016;04100;04120;Larche;Val d'Oronaye;F
2016;04120;04120;Meyronnes;Val d'Oronaye;F
2016;05053;05053;Eyguians;Garde-Colombe;F
2016;05069;05053;Lagrand;Garde-Colombe;F
2016;05143;05053;Saint-Genis;Garde-Colombe;F
2016;05005;05118;Antonaves;Val Buâch-MÇouge;F
2016;05034;05118;ChÉteauneuf-de-Chabre;Val Buâch-MÇouge;F
2016;05118;05118;Ribiers;Val Buâch-MÇouge;F
2016;08114;08115;ChÇhÇry;ChÇmery-ChÇhÇry;F
2016;08115;08115;ChÇmery-sur-Bar;ChÇmery-ChÇhÇry;F
2016;08007;08116;Les Alleux;Bairon et ses environs;F
2016;08116;08116;Le Chesne;Bairon et ses environs;F
2016;08261;08116;Louvergny;Bairon et ses environs;F
2016;08145;08145;Douzy;Douzy;F
2016;08267;08145;Mairy;Douzy;F
2016;08198;08198;GrandprÇ;GrandprÇ;F
2016;08441;08198;Termes;GrandprÇ;F
2016;08009;08311;Amblimont;Mouzon;F
2016;08311;08311;Mouzon;Mouzon;F
2016;10003;10003;Aix-en-Othe;Aix-Villemaur-PÉlis;F
2016;10277;10003;Palis;Aix-Villemaur-PÉlis;F
2016;10415;10003;Villemaur-sur-Vanne;Aix-Villemaur-PÉlis;F
2016;11080;11080;Caudeval;Val de Lambronne;F
2016;11171;11080;Gueytes-et-Labastide;Val de Lambronne;F
2016;11050;11304;Brenac;Quillan;F
2016;11304;11304;Quillan;Quillan;F
2016;12021;12021;La Bastide-l'êvàque;Le Bas SÇgala;F
2016;12245;12021;Saint-Salvadou;Le Bas SÇgala;F
2016;12285;12021;Vabre-Tizac;Le Bas SÇgala;F
2016;12076;12076;Conques;Conques-en-Rouergue;F
2016;12114;12076;Grand-Vabre;Conques-en-Rouergue;F
2016;12173;12076;Noailhac;Conques-en-Rouergue;F
2016;12218;12076;Saint-Cyprien-sur-Dourdou;Conques-en-Rouergue;F
2016;12120;12120;Laissac;Laissac-SÇvÇrac l'êglise;F
2016;12271;12120;SÇvÇrac-l'êglise;Laissac-SÇvÇrac l'êglise;F
2016;12081;12177;Coussergues;Palmas d'Aveyron;F
2016;12087;12177;CruÇjouls;Palmas d'Aveyron;F
2016;12177;12177;Palmas;Palmas d'Aveyron;F
2016;12005;12223;Alpuech;Argences en Aubrac;F
2016;12112;12223;Graissac;Argences en Aubrac;F
2016;12117;12223;Lacalm;Argences en Aubrac;F
2016;12223;12223;Sainte-Geneviäve-sur-Argence;Argences en Aubrac;F
2016;12279;12223;La Terrisse;Argences en Aubrac;F
2016;12304;12223;Vitrac-en-Viadäne;Argences en Aubrac;F
2016;12014;12224;Aurelle-Verlac;Saint Geniez d'Olt et d'Aubrac;F
2016;12224;12224;Saint-Geniez-d'Olt;Saint Geniez d'Olt et d'Aubrac;F
2016;12040;12270;Buzeins;SÇvÇrac d'Aveyron;F
2016;12123;12270;Lapanouse;SÇvÇrac d'Aveyron;F
2016;12126;12270;Lavernhe;SÇvÇrac d'Aveyron;F
2016;12196;12270;Recoules-PrÇvinquiäres;SÇvÇrac d'Aveyron;F
2016;12270;12270;SÇvÇrac-le-ChÉteau;SÇvÇrac d'Aveyron;F
2016;14014;14014;Anguerny;Colomby-Anguerny;F
2016;14170;14014;Colomby-sur-Thaon;Colomby-Anguerny;F
2016;14035;14035;Balleroy;Balleroy-sur-Drìme;F
2016;14727;14035;Vaubadon;Balleroy-sur-Drìme;F
2016;14037;14037;Banneville-sur-Ajon;Malherbe-sur-Ajon;F
2016;14553;14037;Saint-Agnan-le-Malherbe;Malherbe-sur-Ajon;F
2016;14052;14061;Beaulieu;Souleuvre en Bocage;F
2016;14061;14061;Le BÇny-Bocage;Souleuvre en Bocage;F
2016;14115;14061;Bures-les-Monts;Souleuvre en Bocage;F
2016;14129;14061;Campeaux;Souleuvre en Bocage;F
2016;14139;14061;Carville;Souleuvre en Bocage;F
2016;14255;14061;êtouvy;Souleuvre en Bocage;F
2016;14264;14061;La Ferriäre-Harang;Souleuvre en Bocage;F
2016;14317;14061;La Graverie;Souleuvre en Bocage;F
2016;14395;14061;MallouÇ;Souleuvre en Bocage;F
2016;14440;14061;Montamy;Souleuvre en Bocage;F
2016;14441;14061;Mont-Bertrand;Souleuvre en Bocage;F
2016;14443;14061;Montchauvet;Souleuvre en Bocage;F
2016;14532;14061;Le Reculey;Souleuvre en Bocage;F
2016;14573;14061;Saint-Denis-Maisoncelles;Souleuvre en Bocage;F
2016;14618;14061;Sainte-Marie-Laumont;Souleuvre en Bocage;F
2016;14629;14061;Saint-Martin-des-Besaces;Souleuvre en Bocage;F
2016;14632;14061;Saint-Martin-Don;Souleuvre en Bocage;F
2016;14636;14061;Saint-Ouen-des-Besaces;Souleuvre en Bocage;F
2016;14655;14061;Saint-Pierre-Tarentaine;Souleuvre en Bocage;F
2016;14704;14061;Le Tourneur;Souleuvre en Bocage;F
2016;14152;14174;La Chapelle-Engerbold;CondÇ-en-Normandie;F
2016;14174;14174;CondÇ-sur-Noireau;CondÇ-en-Normandie;F
2016;14361;14174;LÇnault;CondÇ-en-Normandie;F
2016;14523;14174;Proussy;CondÇ-en-Normandie;F
2016;14585;14174;Saint-Germain-du-Crioult;CondÇ-en-Normandie;F
2016;14653;14174;Saint-Pierre-la-Vieille;CondÇ-en-Normandie;F
2016;14028;14371;Auquainville;Livarot-Pays-d'Auge;F
2016;14029;14371;Les Autels-Saint-Bazile;Livarot-Pays-d'Auge;F
2016;14058;14371;Bellou;Livarot-Pays-d'Auge;F
2016;14148;14371;Cerqueux;Livarot-Pays-d'Auge;F
2016;14155;14371;Cheffreville-Tonnencourt;Livarot-Pays-d'Auge;F
2016;14210;14371;La Croupte;Livarot-Pays-d'Auge;F
2016;14259;14371;Familly;Livarot-Pays-d'Auge;F
2016;14265;14371;Fervaques;Livarot-Pays-d'Auge;F
2016;14330;14371;Heurtevent;Livarot-Pays-d'Auge;F
2016;14371;14371;Livarot;Livarot-Pays-d'Auge;F
2016;14414;14371;Le Mesnil-Bacley;Livarot-Pays-d'Auge;F
2016;14418;14371;Le Mesnil-Durand;Livarot-Pays-d'Auge;F
2016;14420;14371;Le Mesnil-Germain;Livarot-Pays-d'Auge;F
2016;14429;14371;Meulles;Livarot-Pays-d'Auge;F
2016;14459;14371;Les Moutiers-Hubert;Livarot-Pays-d'Auge;F
2016;14471;14371;Notre-Dame-de-Courson;Livarot-Pays-d'Auge;F
2016;14518;14371;PrÇaux-Saint-SÇbastien;Livarot-Pays-d'Auge;F
2016;14615;14371;Sainte-Marguerite-des-Loges;Livarot-Pays-d'Auge;F
2016;14633;14371;Saint-Martin-du-Mesnil-Oury;Livarot-Pays-d'Auge;F
2016;14634;14371;Saint-Michel-de-Livet;Livarot-Pays-d'Auge;F
2016;14638;14371;Saint-Ouen-le-Houx;Livarot-Pays-d'Auge;F
2016;14696;14371;Tortisambert;Livarot-Pays-d'Auge;F
2016;14432;14475;Missy;Noyers-Missy;F
2016;14475;14475;Noyers-Bocage;Noyers-Missy;F
2016;14356;14543;Lasson;Rots;F
2016;14543;14543;Rots;Rots;F
2016;14670;14543;Secqueville-en-Bessin;Rots;F
2016;14154;14570;La Chapelle-Yvon;Valorbiquet;F
2016;14570;14570;Saint-Cyr-du-Ronceray;Valorbiquet;F
2016;14599;14570;Saint-Julien-de-Mailloc;Valorbiquet;F
2016;14647;14570;Saint-Pierre-de-Mailloc;Valorbiquet;F
2016;14693;14570;Tordouet;Valorbiquet;F
2016;14105;14576;La BrÇviäre;Val-de-Vie;F
2016;14153;14576;La Chapelle-Haute-Grue;Val-de-Vie;F
2016;14576;14576;Sainte-Foy-de-Montgommery;Val-de-Vie;F
2016;14583;14576;Saint-Germain-de-Montgommery;Val-de-Vie;F
2016;14188;14579;Coulvain;Seulline;F
2016;14579;14579;Saint-Georges-d'Aunay;Seulline;F
2016;14144;14689;Caumont-sur-Orne;Le Hom;F
2016;14213;14689;Curcy-sur-Orne;Le Hom;F
2016;14324;14689;Hamars;Le Hom;F
2016;14628;14689;Saint-Martin-de-Sallen;Le Hom;F
2016;14689;14689;Thury-Harcourt;Le Hom;F
2016;14065;14726;Berniäres-le-Patry;Valdalliäre;F
2016;14113;14726;Burcy;Valdalliäre;F
2016;14156;14726;ChànedollÇ;Valdalliäre;F
2016;14222;14726;Le DÇsert;Valdalliäre;F
2016;14253;14726;Estry;Valdalliäre;F
2016;14442;14726;Montchamp;Valdalliäre;F
2016;14503;14726;Pierres;Valdalliäre;F
2016;14521;14726;Presles;Valdalliäre;F
2016;14539;14726;La Rocque;Valdalliäre;F
2016;14549;14726;Rully;Valdalliäre;F
2016;14564;14726;Saint-Charles-de-Percy;Valdalliäre;F
2016;14686;14726;Le Theil-Bocage;Valdalliäre;F
2016;14726;14726;Vassy;Valdalliäre;F
2016;14746;14726;Viessoix;Valdalliäre;F
2016;14292;14740;Friardel;La Vespiäre-Friardel;F
2016;14740;14740;La Vespiäre;La Vespiäre-Friardel;F
2016;14187;14762;Coulonces;Vire Normandie;F
2016;14388;14762;Maisoncelles-la-Jourdan;Vire Normandie;F
2016;14545;14762;Roullours;Vire Normandie;F
2016;14584;14762;Saint-Germain-de-Tallevende-la-Lande-Vaumont;Vire Normandie;F
2016;14717;14762;Truttemer-le-Grand;Vire Normandie;F
2016;14718;14762;Truttemer-le-Petit;Vire Normandie;F
2016;14730;14762;Vaudry;Vire Normandie;F
2016;14762;14762;Vire;Vire Normandie;F
2016;15068;15108;Faverolles;Val d'Arcomie;F
2016;15108;15108;Loubaresse;Val d'Arcomie;F
2016;15195;15108;Saint-Just;Val d'Arcomie;F
2016;15197;15108;Saint-Marc;Val d'Arcomie;F
2016;15071;15181;Fournouläs;Saint-Constant-Fournouläs;F
2016;15181;15181;Saint-Constant;Saint-Constant-Fournouläs;F
2016;15150;15268;Pers;Le Rouget-Pers;F
2016;15268;15268;Le Rouget;Le Rouget-Pers;F
2016;16082;16082;Charmant;BoisnÇ-La Tude;F
2016;16092;16082;Chavenat;BoisnÇ-La Tude;F
2016;16172;16082;Juillaguet;BoisnÇ-La Tude;F
2016;16106;16106;Confolens;Confolens;F
2016;16322;16106;Saint-Germain-de-Confolens;Confolens;F
2016;16043;16148;Bignac;Genac-Bignac;F
2016;16148;16148;Genac;Genac-Bignac;F
2016;16021;16175;Aubeville;Val des Vignes;F
2016;16175;16175;Jurignac;Val des Vignes;F
2016;16201;16175;Mainfonds;Val des Vignes;F
2016;16257;16175;PÇreuil;Val des Vignes;F
2016;16179;16224;LamÇrac;MontmÇrac;F
2016;16224;16224;Montchaude;MontmÇrac;F
2016;16262;16286;Plaizac;Rouillac;F
2016;16286;16286;Rouillac;Rouillac;F
2016;16371;16286;Sonneville;Rouillac;F
2016;17040;17277;La BenÉte;Essouvert;F
2016;17277;17277;Saint-Denis-du-Pin;Essouvert;F
2016;17238;17295;Moings;RÇaux sur Träfle;F
2016;17295;17295;RÇaux;RÇaux sur Träfle;F
2016;17371;17295;Saint-Maurice-de-Tavernole;RÇaux sur Träfle;F
2016;19123;19123;Malemort-sur-Corräze;Malemort;F
2016;19282;19123;Venarsal;Malemort;F
2016;21318;21327;Ivry-en-Montagne;Val-Mont;F
2016;21327;21327;Jours-en-Vaux;Val-Mont;F
2016;22046;22046;CollinÇe;Le MenÇ;F
2016;22066;22046;Le Gouray;Le MenÇ;F
2016;22102;22046;Langourla;Le MenÇ;F
2016;22191;22046;Plessala;Le MenÇ;F
2016;22292;22046;Saint-Gilles-du-MenÇ;Le MenÇ;F
2016;22297;22046;Saint-GouÇno;Le MenÇ;F
2016;22303;22046;Saint-Jacut-du-MenÇ;Le MenÇ;F
2016;22051;22084;Dolo;Jugon-les-Lacs - Commune nouvelle;F
2016;22084;22084;Jugon-les-Lacs;Jugon-les-Lacs - Commune nouvelle;F
2016;22093;22093;Lamballe;Lamballe;F
2016;22151;22093;Meslin;Lamballe;F
2016;22058;22183;La Ferriäre;Les Moulins;F
2016;22183;22183;PlÇmet;Les Moulins;F
2016;22080;22203;L'Hermitage-Lorge;Ploeuc-L'Hermitage;F
2016;22203;22203;Ploeuc-sur-LiÇ;Ploeuc-L'Hermitage;F
2016;22251;22251;Pordic;Pordic;F
2016;22367;22251;TrÇmÇloir;Pordic;F
2016;23149;23149;Parsac;Parsac-Rimondeix;F
2016;23161;23149;Rimondeix;Parsac-Rimondeix;F
2016;24028;24028;Beaumont-du-PÇrigord;Beaumontois en PÇrigord;F
2016;24219;24028;Labouquerie;Beaumontois en PÇrigord;F
2016;24310;24028;Nojals-et-Clotte;Beaumontois en PÇrigord;F
2016;24497;24028;Sainte-Sabine-Born;Beaumontois en PÇrigord;F
2016;24035;24035;Belväs;Pays de Belväs;F
2016;24363;24035;Saint-Amand-de-Belväs;Pays de Belväs;F
2016;24013;24053;Atur;Boulazac Isle Manoire;F
2016;24053;24053;Boulazac;Boulazac Isle Manoire;F
2016;24439;24053;Saint-Laurent-sur-Manoire;Boulazac Isle Manoire;F
2016;24064;24064;Brantìme;Brantìme en PÇrigord;F
2016;24430;24064;Saint-Julien-de-Bourdeilles;Brantìme en PÇrigord;F
2016;24142;24142;Coux-et-Bigaroque;Coux et Bigaroque-Mouzens;F
2016;24298;24142;Mouzens;Coux et Bigaroque-Mouzens;F
2016;24118;24316;Chenaud;Parcoul-Chenaud;F
2016;24316;24316;Parcoul;Parcoul-Chenaud;F
2016;24362;24362;Sainte-Alväre;Sainte-Alväre-Saint-Laurent Les BÉtons;F
2016;24435;24362;Saint-Laurent-des-BÉtons;Sainte-Alväre-Saint-Laurent Les BÉtons;F
2016;24343;24376;Puymangou;Saint Aulaye-Puymangou;F
2016;24376;24376;Saint-Aulaye;Saint Aulaye-Puymangou;F
2016;24239;24540;Ligueux;Sorges et Ligueux en PÇrigord;F
2016;24540;24540;Sorges;Sorges et Ligueux en PÇrigord;F
2016;25028;25424;Athose;Les Premiers Sapins;F
2016;25128;25424;Chasnans;Les Premiers Sapins;F
2016;25302;25424;Hautepierre-le-ChÉtelet;Les Premiers Sapins;F
2016;25424;25424;Nods;Les Premiers Sapins;F
2016;25480;25424;Rantechaux;Les Premiers Sapins;F
2016;25585;25424;Vanclans;Les Premiers Sapins;F
2016;25076;25434;Bonnevaux-le-PrieurÇ;Ornans;F
2016;25434;25434;Ornans;Ornans;F
2016;25438;25438;Osselle;Osselle-Routelle;F
2016;25509;25438;Routelle;Osselle-Routelle;F
2016;25529;25529;Sancey-le-Grand;Sancey;F
2016;25530;25529;Sancey-le-Long;Sancey;F
2016;26001;26001;Aix-en-Diois;Solaure en Diois;F
2016;26187;26001;Moliäres-Glandaz;Solaure en Diois;F
2016;26179;26179;Mercurol;Mercurol-Veaunes;F
2016;26366;26179;Veaunes;Mercurol-Veaunes;F
2016;27011;27011;Amfreville-la-Campagne;Amfreville-Saint-Amand;F
