ANNEE;COM_FIN;COM_INI;LIB_COM_FIN;LIB_COM_INI;TYPE
2016;27506;27011;Saint-Amand-des-Hautes-Terres;Amfreville-Saint-Amand;F
2016;27022;27022;Aubevoye;Le Val d'Hazey;F
2016;27519;27022;Sainte-Barbe-sur-Gaillon;Le Val d'Hazey;F
2016;27687;27022;Vieux-Villez;Le Val d'Hazey;F
2016;27032;27032;Avrilly;Chambois;F
2016;27172;27032;Corneuil;Chambois;F
2016;27634;27032;Thomer-la-Sìgne;Chambois;F
2016;27007;27049;Ajou;Mesnil-en-Ouche;F
2016;27041;27049;La Barre-en-Ouche;Mesnil-en-Ouche;F
2016;27049;27049;Beaumesnil;Mesnil-en-Ouche;F
2016;27088;27049;Bosc-Renoult-en-Ouche;Mesnil-en-Ouche;F
2016;27221;27049;êpinay;Mesnil-en-Ouche;F
2016;27283;27049;Gisay-la-Coudre;Mesnil-en-Ouche;F
2016;27292;27049;Gouttiäres;Mesnil-en-Ouche;F
2016;27296;27049;Granchain;Mesnil-en-Ouche;F
2016;27356;27049;Jonquerets-de-Livet;Mesnil-en-Ouche;F
2016;27362;27049;LandepÇreuse;Mesnil-en-Ouche;F
2016;27499;27049;La Roussiäre;Mesnil-en-Ouche;F
2016;27513;27049;Saint-Aubin-des-Hayes;Mesnil-en-Ouche;F
2016;27515;27049;Saint-Aubin-le-Guichard;Mesnil-en-Ouche;F
2016;27566;27049;Sainte-Marguerite-en-Ouche;Mesnil-en-Ouche;F
2016;27596;27049;Saint-Pierre-du-Mesnil;Mesnil-en-Ouche;F
2016;27628;27049;Thevray;Mesnil-en-Ouche;F
2016;27085;27085;Bosc-BÇnard-Crescy;Flancourt-Crescy-en-Roumois;F
2016;27223;27085;êpreville-en-Roumois;Flancourt-Crescy-en-Roumois;F
2016;27244;27085;Flancourt-Catelon;Flancourt-Crescy-en-Roumois;F
2016;27084;27105;Bosc-BÇnard-Commin;Grand Bourgtheroulde;F
2016;27105;27105;Bourgtheroulde-Infreville;Grand Bourgtheroulde;F
2016;27637;27105;Thuit-HÇbert;Grand Bourgtheroulde;F
2016;27107;27107;Bourneville;Bourneville-Sainte-Croix;F
2016;27526;27107;Sainte-Croix-sur-Aizier;Bourneville-Sainte-Croix;F
2016;27112;27112;Breteuil;Breteuil;F
2016;27159;27112;Cintray;Breteuil;F
2016;27305;27112;La GuÇroulde;Breteuil;F
2016;27145;27157;Chanteloup;Marbois;F
2016;27157;27157;Le Chesne;Marbois;F
2016;27225;27157;Les Essarts;Marbois;F
2016;27532;27157;Saint-Denis-du-BÇhÇlan;Marbois;F
2016;27191;27191;La Croix-Saint-Leufroy;Clef VallÇe d'Eure;F
2016;27211;27191;êcardenville-sur-Eure;Clef VallÇe d'Eure;F
2016;27250;27191;Fontaine-Heudebourg;Clef VallÇe d'Eure;F
2016;27024;27198;Le Roncenay-Authenay;Mesnils-sur-Iton;F
2016;27166;27198;CondÇ-sur-Iton;Mesnils-sur-Iton;F
2016;27198;27198;Damville;Mesnils-sur-Iton;F
2016;27293;27198;Gouville;Mesnils-sur-Iton;F
2016;27387;27198;Manthelon;Mesnils-sur-Iton;F
2016;27503;27198;Le Sacq;Mesnils-sur-Iton;F
2016;27060;27213;Berthenonville;Vexin-sur-Epte;F
2016;27121;27213;Bus-Saint-RÇmy;Vexin-sur-Epte;F
2016;27122;27213;Cahaignes;Vexin-sur-Epte;F
2016;27128;27213;Cantiers;Vexin-sur-Epte;F
2016;27160;27213;Civiäres;Vexin-sur-Epte;F
2016;27197;27213;Dampsmesnil;Vexin-sur-Epte;F
2016;27213;27213;êcos;Vexin-sur-Epte;F
2016;27255;27213;Fontenay;Vexin-sur-Epte;F
2016;27257;27213;Foràt-la-Folie;Vexin-sur-Epte;F
2016;27262;27213;Fourges;Vexin-sur-Epte;F
2016;27264;27213;Fours-en-Vexin;Vexin-sur-Epte;F
2016;27308;27213;Guitry;Vexin-sur-Epte;F
2016;27449;27213;Panilleuse;Vexin-sur-Epte;F
2016;27653;27213;Tourny;Vexin-sur-Epte;F
2016;27277;27277;Garenciäres;La Baronnie;F
2016;27484;27277;Quessigny;La Baronnie;F
2016;27302;27302;Le Gros-Theil;Le Bosc du Theil;F
2016;27574;27302;Saint-Nicolas-du-Bosc;Le Bosc du Theil;F
2016;27303;27565;Guernanville;Le Lesme;F
2016;27565;27565;Sainte-Marguerite-de-l'Autel;Le Lesme;F
2016;27195;27578;Dame-Marie;Sainte-Marie-d'Attez;F
2016;27573;27578;Saint-Nicolas-d'Attez;Sainte-Marie-d'Attez;F
2016;27578;27578;Saint-Ouen-d'Attez;Sainte-Marie-d'Attez;F
2016;27636;27638;Le Thuit-Anger;Le Thuit de l'Oison;F
2016;27638;27638;Le Thuit-Signol;Le Thuit de l'Oison;F
2016;27639;27638;Le Thuit-Simer;Le Thuit de l'Oison;F
2016;27688;27693;Villalet;Sylvains-Läs-Moulins;F
2016;27693;27693;Sylvains-les-Moulins;Sylvains-Läs-Moulins;F
2016;28015;28015;Auneau;Auneau-Bleury-Saint-Symphorien;F
2016;28361;28015;Bleury-Saint-Symphorien;Auneau-Bleury-Saint-Symphorien;F
2016;28183;28183;Gommerville;Gommerville;F
2016;28288;28183;Orlu;Gommerville;F
2016;28254;28254;Mittainvilliers;Mittainvilliers-VÇrigny;F
2016;28402;28254;VÇrigny;Mittainvilliers-VÇrigny;F
2016;28297;28383;PÇzy;Theuville;F
2016;28383;28383;Theuville;Theuville;F
2016;28020;28406;Baignolet;Eole-en-Beauce;F
2016;28145;28406;Fains-la-Folie;Eole-en-Beauce;F
2016;28179;28406;Germignonville;Eole-en-Beauce;F
2016;28406;28406;Viabon;Eole-en-Beauce;F
2016;28258;28422;Montainville;Les Villages VovÇens;F
2016;28320;28422;Rouvray-Saint-Florentin;Les Villages VovÇens;F
2016;28416;28422;Villeneuve-Saint-Nicolas;Les Villages VovÇens;F
2016;28422;28422;Voves;Les Villages VovÇens;F
2016;29003;29003;Audierne;Audierne;F
2016;29052;29003;Esquibien;Audierne;F
2016;29127;29266;Loc-Eguiner-Saint-ThÇgonnec;Saint-ThÇgonnec Loc-Eguiner;F
2016;29266;29266;Saint-ThÇgonnec;Saint-ThÇgonnec Loc-Eguiner;F
2016;32079;32079;Castelnau-d'Auzan;Castelnau d'Auzan Labarräre;F
2016;32168;32079;Labarräre;Castelnau d'Auzan Labarräre;F
2016;33018;33018;Aubie-et-Espessas;Val de VirvÇe;F
2016;33371;33018;Saint-Antoine;Val de VirvÇe;F
2016;33495;33018;Salignac;Val de VirvÇe;F
2016;35060;35060;La Chapelle-du-Lou;La Chapelle du Lou du Lac;F
2016;35158;35060;Le Lou-du-Lac;La Chapelle du Lou du Lac;F
2016;35129;35176;Guipry;Guipry-Messac;F
2016;35176;35176;Messac;Guipry-Messac;F
2016;36093;36093;Levroux;Levroux;F
2016;36201;36093;Saint-Martin-de-Lamps;Levroux;F
2016;36202;36202;Saint-Maur;Saint-Maur;F
2016;36245;36202;Villers-les-Ormes;Saint-Maur;F
2016;36151;36229;Parpeáay;Val-Fouzon;F
2016;36183;36229;Sainte-CÇcile;Val-Fouzon;F
2016;36229;36229;Varennes-sur-Fouzon;Val-Fouzon;F
2016;38001;38001;Les Abrets;Les Abrets en DauphinÇ;F
2016;38028;38001;La BÉtie-Divisin;Les Abrets en DauphinÇ;F
2016;38165;38001;Fitilieu;Les Abrets en DauphinÇ;F
2016;38022;38022;Les Aveniäres;Les Aveniäres Veyrins-Thuellin;F
2016;38541;38022;Veyrins-Thuellin;Les Aveniäres Veyrins-Thuellin;F
2016;38021;38225;Autrans;Autrans-MÇaudre en Vercors;F
2016;38225;38225;MÇaudre;Autrans-MÇaudre en Vercors;F
2016;38145;38359;Dionay;Saint Antoine l'Abbaye;F
2016;38359;38359;Saint-Antoine-l'Abbaye;Saint Antoine l'Abbaye;F
2016;38262;38439;Moràtel-de-Mailles;Cràts en Belledonne;F
2016;38439;38439;Saint-Pierre-d'Allevard;Cràts en Belledonne;F
2016;39017;39017;Arlay;Arlay;F
2016;39482;39017;Saint-Germain-läs-Arlay;Arlay;F
2016;39021;39021;Arthenas;La Chailleuse;F
2016;39215;39021;Essia;La Chailleuse;F
2016;39488;39021;Saint-Laurent-la-Roche;La Chailleuse;F
2016;39544;39021;Varessia;La Chailleuse;F
2016;39130;39130;Chaux-des-PrÇs;Nanchez;F
2016;39442;39130;PrÇnovel;Nanchez;F
2016;39177;39177;Cranáot;Hauteroche;F
2016;39260;39177;Granges-sur-Baume;Hauteroche;F
2016;39332;39177;Mirebel;Hauteroche;F
2016;39209;39209;Val-d'êpy;Val d'êpy;F
2016;39226;39209;Florentia;Val d'êpy;F
2016;39382;39209;Nantey;Val d'êpy;F
2016;39509;39209;Senaud;Val d'êpy;F
2016;39286;39286;Lavans-läs-Saint-Claude;Lavans-läs-Saint-Claude;F
2016;39438;39286;Ponthoux;Lavans-läs-Saint-Claude;F
2016;39213;39329;Esserval-Combe;Miäges;F
2016;39329;39329;Miäges;Miäges;F
2016;39340;39329;MolprÇ;Miäges;F
2016;39161;39331;Communailles-en-Montagne;Mignovillard;F
2016;39331;39331;Mignovillard;Mignovillard;F
2016;39294;39368;LÇzat;Hauts de Bienne;F
2016;39368;39368;Morez;Hauts de Bienne;F
2016;39371;39368;La Mouille;Hauts de Bienne;F
2016;41142;41142;Molineuf;Valencisse;F
2016;41169;41142;Orchaise;Valencisse;F
2016;41023;41151;BourrÇ;Montrichard Val de Cher;F
2016;41151;41151;Montrichard;Montrichard Val de Cher;F
2016;41056;41173;La Colombe;Beauce la Romaine;F
2016;41133;41173;Membrolles;Beauce la Romaine;F
2016;41173;41173;Ouzouer-le-MarchÇ;Beauce la Romaine;F
2016;41183;41173;PrÇnouvellon;Beauce la Romaine;F
2016;41244;41173;Semerville;Beauce la Romaine;F
2016;41264;41173;Tripleville;Beauce la Romaine;F
2016;41270;41173;Verdes;Beauce la Romaine;F
2016;42039;42039;Chalmazel;Chalmazel-Jeansagniäre;F
2016;42114;42039;Jeansagniäre;Chalmazel-Jeansagniäre;F
2016;43090;43090;Esplantas;Esplantas-Vazeilles;F
2016;43255;43090;Vazeilles-präs-Saugues;Esplantas-Vazeilles;F
2016;43081;43245;Croisances;Thoras;F
2016;43245;43245;Thoras;Thoras;F
2016;44005;44005;Arthon-en-Retz;Chaumes-en-Retz;F
2016;44040;44005;ChÇmÇrÇ;Chaumes-en-Retz;F
2016;44021;44021;Bourgneuf-en-Retz;Villeneuve-en-Retz;F
2016;44059;44021;Fresnay-en-Retz;Villeneuve-en-Retz;F
2016;44008;44029;Barbechat;Divatte-sur-Loire;F
2016;44029;44029;La Chapelle-Basse-Mer;Divatte-sur-Loire;F
2016;44087;44087;Machecoul;Machecoul-Saint-Màme;F
2016;44181;44087;Saint-Màme-le-Tenu;Machecoul-Saint-Màme;F
2016;44004;44163;Anetz;Vair-sur-Loire;F
2016;44163;44163;Saint-Herblon;Vair-sur-Loire;F
2016;44011;44213;BellignÇ;Loireauxence;F
2016;44034;44213;La Chapelle-Saint-Sauveur;Loireauxence;F
2016;44147;44213;La Rouxiäre;Loireauxence;F
2016;44213;44213;Varades;Loireauxence;F
2016;45129;45129;Douchy;Douchy-Montcorbon;F
2016;45211;45129;Montcorbon;Douchy-Montcorbon;F
2016;45057;45191;Labrosse;Le Malesherbois;F
2016;45106;45191;Coudray;Le Malesherbois;F
2016;45190;45191;Mainvilliers;Le Malesherbois;F
2016;45191;45191;Malesherbes;Le Malesherbois;F
2016;45192;45191;Manchecourt;Le Malesherbois;F
2016;45221;45191;Nangeville;Le Malesherbois;F
2016;45236;45191;Orveau-Bellesauve;Le Malesherbois;F
2016;46103;46103;Flaugnac;Saint-Paul-Flaugnac;F
2016;46287;46103;Saint-Paul-de-Loubressac;Saint-Paul-Flaugnac;F
2016;46019;46138;Beaumat;Coeur de Causse;F
2016;46110;46138;Fontanes-du-Causse;Coeur de Causse;F
2016;46138;46138;Labastide-Murat;Coeur de Causse;F
2016;46291;46138;Saint-Sauveur-la-VallÇe;Coeur de Causse;F
2016;46325;46138;Vaillac;Coeur de Causse;F
2016;46025;46201;Belmontet;Montcuq-en-Quercy-Blanc;F
2016;46166;46201;Lebreil;Montcuq-en-Quercy-Blanc;F
2016;46201;46201;Montcuq;Montcuq-en-Quercy-Blanc;F
2016;46261;46201;Sainte-Croix;Montcuq-en-Quercy-Blanc;F
2016;46326;46201;Valprionde;Montcuq-en-Quercy-Blanc;F
2016;46252;46252;Saint-Cernin;Les Pechs du Vers;F
2016;46275;46252;Saint-Martin-de-Vers;Les Pechs du Vers;F
2016;46048;46311;Calviac;Sousceyrac-en-Quercy;F
2016;46071;46311;Comiac;Sousceyrac-en-Quercy;F
2016;46141;46311;Lacam-d'Ourcet;Sousceyrac-en-Quercy;F
2016;46150;46311;Lamativie;Sousceyrac-en-Quercy;F
2016;46311;46311;Sousceyrac;Sousceyrac-en-Quercy;F
2016;48017;48017;Banassac;Banassac-Canilhac;F
2016;48033;48017;Canilhac;Banassac-Canilhac;F
2016;48022;48050;BÇdouäs;BÇdouäs-Cocuräs;F
2016;48050;48050;Cocuräs;BÇdouäs-Cocuräs;F
2016;48061;48061;Florac;Florac Trois Riviäres;F
2016;48186;48061;La Salle-Prunet;Florac Trois Riviäres;F
2016;48049;48099;Chirac;Bourgs sur Colagne;F
2016;48099;48099;Le Monastier-Pin-Moriäs;Bourgs sur Colagne;F
2016;48062;48105;Fontanes;Naussac-Fontanes;F
2016;48105;48105;Naussac;Naussac-Fontanes;F
2016;48066;48116;Fraissinet-de-Lozäre;Pont de Montvert - Sud Mont Lozäre;F
2016;48116;48116;Le Pont-de-Montvert;Pont de Montvert - Sud Mont Lozäre;F
2016;48172;48116;Saint-Maurice-de-Ventalon;Pont de Montvert - Sud Mont Lozäre;F
2016;48134;48152;Saint-AndÇol-de-Clerguemort;Ventalon en CÇvennes;F
2016;48152;48152;Saint-FrÇzal-de-Ventalon;Ventalon en CÇvennes;F
2016;48162;48166;Saint-Julien-d'Arpaon;Cans et CÇvennes;F
2016;48166;48166;Saint-Laurent-de-Träves;Cans et CÇvennes;F
2016;49003;49003;Ambillou-ChÉteau;Tuffalun;F
2016;49181;49003;Louerre;Tuffalun;F
2016;49230;49003;Noyant-la-Plaine;Tuffalun;F
2016;49018;49018;BaugÇ-en-Anjou;BaugÇ-en-Anjou;F
2016;49031;49018;BocÇ;BaugÇ-en-Anjou;F
2016;49079;49018;ChartrenÇ;BaugÇ-en-Anjou;F
2016;49097;49018;ChevirÇ-le-Rouge;BaugÇ-en-Anjou;F
2016;49101;49018;Clefs-Val d'Anjou;BaugÇ-en-Anjou;F
2016;49116;49018;Cuon;BaugÇ-en-Anjou;F
2016;49128;49018;êchemirÇ;BaugÇ-en-Anjou;F
2016;49143;49018;FougerÇ;BaugÇ-en-Anjou;F
2016;49157;49018;Le GuÇdeniau;BaugÇ-en-Anjou;F
2016;49315;49018;Saint-Quentin-läs-Beaurepaire;BaugÇ-en-Anjou;F
2016;49021;49021;Beaufort-en-VallÇe;Beaufort-en-Anjou;F
2016;49147;49021;GÇe;Beaufort-en-Anjou;F
2016;49006;49023;AndrezÇ;BeauprÇau-en-Mauges;F
2016;49023;49023;BeauprÇau;BeauprÇau-en-Mauges;F
2016;49072;49023;La Chapelle-du-Genàt;BeauprÇau-en-Mauges;F
2016;49151;49023;GestÇ;BeauprÇau-en-Mauges;F
2016;49162;49023;Jallais;BeauprÇau-en-Mauges;F
2016;49165;49023;La Jubaudiäre;BeauprÇau-en-Mauges;F
2016;49239;49023;Le Pin-en-Mauges;BeauprÇau-en-Mauges;F
2016;49243;49023;La Poiteviniäre;BeauprÇau-en-Mauges;F
2016;49312;49023;Saint-Philbert-en-Mauges;BeauprÇau-en-Mauges;F
2016;49375;49023;Villedieu-la-Blouäre;BeauprÇau-en-Mauges;F
2016;49029;49029;Blaison-Gohier;Blaison-Saint-Sulpice;F
2016;49322;49029;Saint-Sulpice;Blaison-Saint-Sulpice;F
2016;49067;49067;ChampteussÇ-sur-Baconne;ChenillÇ-ChampteussÇ;F
2016;49095;49067;ChenillÇ-ChangÇ;ChenillÇ-ChampteussÇ;F
2016;49040;49069;BouzillÇ;OrÇe d'Anjou;F
2016;49069;49069;Champtoceaux;OrÇe d'Anjou;F
2016;49126;49069;Drain;OrÇe d'Anjou;F
2016;49172;49069;Landemont;OrÇe d'Anjou;F
2016;49177;49069;LirÇ;OrÇe d'Anjou;F
2016;49270;49069;Saint-Christophe-la-Couperie;OrÇe d'Anjou;F
2016;49296;49069;Saint-Laurent-des-Autels;OrÇe d'Anjou;F
2016;49320;49069;Saint-Sauveur-de-Landemont;OrÇe d'Anjou;F
2016;49360;49069;La Varenne;OrÇe d'Anjou;F
2016;49071;49092;Chanzeaux;ChemillÇ-en-Anjou;F
2016;49074;49092;La Chapelle-Rousselin;ChemillÇ-en-Anjou;F
2016;49092;49092;ChemillÇ-Melay;ChemillÇ-en-Anjou;F
2016;49111;49092;CossÇ-d'Anjou;ChemillÇ-en-Anjou;F
2016;49153;49092;Valanjou;ChemillÇ-en-Anjou;F
2016;49169;49092;La Jumelliäre;ChemillÇ-en-Anjou;F
2016;49225;49092;Neuvy-en-Mauges;ChemillÇ-en-Anjou;F
2016;49268;49092;Sainte-Christine;ChemillÇ-en-Anjou;F
2016;49281;49092;Saint-Georges-des-Gardes;ChemillÇ-en-Anjou;F
2016;49300;49092;Saint-LÇzin;ChemillÇ-en-Anjou;F
2016;49325;49092;La Salle-de-Vihiers;ChemillÇ-en-Anjou;F
2016;49351;49092;La Tourlandry;ChemillÇ-en-Anjou;F
2016;49049;49138;Brion;Les Bois d'Anjou;F
2016;49138;49138;Fontaine-GuÇrin;Les Bois d'Anjou;F
2016;49280;49138;Saint-Georges-du-Bois;Les Bois d'Anjou;F
2016;49094;49149;Chànehutte-Träves-Cunault;Gennes-Val de Loire;F
2016;49149;49149;Gennes;Gennes-Val de Loire;F
2016;49154;49149;GrÇzillÇ;Gennes-Val de Loire;F
2016;49279;49149;Saint-Georges-des-Sept-Voies;Gennes-Val de Loire;F
2016;49346;49149;Le Thoureil;Gennes-Val de Loire;F
2016;44060;49160;Le Fresne-sur-Loire;Ingrandes-Le Fresne sur Loire;F
2016;49160;49160;Ingrandes;Ingrandes-Le Fresne sur Loire;F
2016;49025;49163;Beauvau;JarzÇ Villages;F
2016;49084;49163;Chaumont-d'Anjou;JarzÇ Villages;F
2016;49163;49163;JarzÇ;JarzÇ Villages;F
2016;49185;49163;LuÇ-en-Baugeois;JarzÇ Villages;F
2016;49005;49176;AndignÇ;Le Lion-d'Angers;F
2016;49176;49176;Le Lion-d'Angers;Le Lion-d'Angers;F
2016;49139;49194;Fontaine-Milon;MazÇ-Milon;F
2016;49194;49194;MazÇ;MazÇ-Milon;F
2016;49196;49200;La Meignanne;LonguenÇe-en-Anjou;F
2016;49200;49200;La Membrolle-sur-LonguenÇe;LonguenÇe-en-Anjou;F
2016;49242;49200;Le Plessis-MacÇ;LonguenÇe-en-Anjou;F
2016;49251;49200;PruillÇ;LonguenÇe-en-Anjou;F
2016;49033;49218;La Boissiäre-sur-‘vre;Montrevault-sur-‘vre;F
2016;49083;49218;Chaudron-en-Mauges;Montrevault-sur-‘vre;F
2016;49085;49218;La Chaussaire;Montrevault-sur-‘vre;F
2016;49137;49218;Le Fief-Sauvin;Montrevault-sur-‘vre;F
2016;49145;49218;Le Fuilet;Montrevault-sur-‘vre;F
2016;49218;49218;Montrevault;Montrevault-sur-‘vre;F
2016;49252;49218;Le Puiset-DorÇ;Montrevault-sur-‘vre;F
2016;49313;49218;Saint-Pierre-Montlimart;Montrevault-sur-‘vre;F
2016;49314;49218;Saint-Quentin-en-Mauges;Montrevault-sur-‘vre;F
2016;49316;49218;Saint-RÇmy-en-Mauges;Montrevault-sur-‘vre;F
2016;49324;49218;La Salle-et-Chapelle-Aubry;Montrevault-sur-‘vre;F
2016;49093;49220;ChemirÇ-sur-Sarthe;Morannes-sur-Sarthe;F
2016;49220;49220;Morannes;Morannes-sur-Sarthe;F
2016;49024;49244;Beausse;Mauges-sur-Loire;F
2016;49034;49244;Botz-en-Mauges;Mauges-sur-Loire;F
2016;49039;49244;Bourgneuf-en-Mauges;Mauges-sur-Loire;F
2016;49075;49244;La Chapelle-Saint-Florent;Mauges-sur-Loire;F
2016;49190;49244;Le Marillais;Mauges-sur-Loire;F
2016;49204;49244;Le Mesnil-en-VallÇe;Mauges-sur-Loire;F
2016;49212;49244;Montjean-sur-Loire;Mauges-sur-Loire;F
2016;49244;49244;La Pommeraye;Mauges-sur-Loire;F
2016;49276;49244;Saint-Florent-le-Vieil;Mauges-sur-Loire;F
2016;49295;49244;Saint-Laurent-de-la-Plaine;Mauges-sur-Loire;F
2016;49297;49244;Saint-Laurent-du-Mottay;Mauges-sur-Loire;F
2016;49265;49292;Saint-Aubin-de-LuignÇ;Val-du-Layon;F
2016;49292;49292;Saint-Lambert-du-Lattay;Val-du-Layon;F
2016;49179;49301;Le Longeron;Sävremoine;F
2016;49206;49301;Montfaucon-MontignÇ;Sävremoine;F
2016;49258;49301;La Renaudiäre;Sävremoine;F
2016;49263;49301;Roussay;Sävremoine;F
2016;49264;49301;Saint-AndrÇ-de-la-Marche;Sävremoine;F
2016;49273;49301;Saint-Crespin-sur-Moine;Sävremoine;F
2016;49285;49301;Saint-Germain-sur-Moine;Sävremoine;F
2016;49301;49301;Saint-Macaire-en-Mauges;Sävremoine;F
2016;49349;49301;Tilliäres;Sävremoine;F
2016;49350;49301;Torfou;Sävremoine;F
2016;49004;49307;Andard;Loire-Authion;F
2016;49019;49307;BaunÇ;Loire-Authion;F
2016;49032;49307;La Bohalle;Loire-Authion;F
2016;49042;49307;Brain-sur-l'Authion;Loire-Authion;F
2016;49106;49307;CornÇ;Loire-Authion;F
2016;49117;49307;La Dagueniäre;Loire-Authion;F
2016;49307;49307;Saint-Mathurin-sur-Loire;Loire-Authion;F
2016;49238;49323;Pellouailles-les-Vignes;Verriäres-en-Anjou;F
2016;49323;49323;Saint-Sylvain-d'Anjou;Verriäres-en-Anjou;F
2016;49066;49345;Champ-sur-Layon;Bellevigne-en-Layon;F
2016;49133;49345;Faveraye-MÉchelles;Bellevigne-en-Layon;F
2016;49134;49345;Faye-d'Anjou;Bellevigne-en-Layon;F
2016;49256;49345;Rablay-sur-Layon;Bellevigne-en-Layon;F
2016;49345;49345;ThouarcÇ;Bellevigne-en-Layon;F
2016;49043;49367;Brain-sur-LonguenÇe;Erdre-en-Anjou;F
2016;49148;49367;GenÇ;Erdre-en-Anjou;F
2016;49249;49367;La Pouâze;Erdre-en-Anjou;F
2016;49367;49367;Vern-d'Anjou;Erdre-en-Anjou;F
2016;49059;49373;Les Cerqueux-sous-Passavant;Lys-Haut-Layon;F
2016;49142;49373;La Fosse-de-TignÇ;Lys-Haut-Layon;F
2016;49232;49373;Nueil-sur-Layon;Lys-Haut-Layon;F
2016;49342;49373;TancoignÇ;Lys-Haut-Layon;F
2016;49348;49373;TignÇ;Lys-Haut-Layon;F
2016;49356;49373;TrÇmont;Lys-Haut-Layon;F
2016;49373;49373;Vihiers;Lys-Haut-Layon;F
2016;50082;50082;Bricquebec;Bricquebec-en-Cotentin;F
2016;50396;50082;Les Perques;Bricquebec-en-Cotentin;F
2016;50418;50082;Quettetot;Bricquebec-en-Cotentin;F
2016;50520;50082;Saint-Martin-le-HÇbert;Bricquebec-en-Cotentin;F
2016;50614;50082;Le ValdÇcie;Bricquebec-en-Cotentin;F
2016;50646;50082;Le VrÇtot;Bricquebec-en-Cotentin;F
2016;50090;50090;Buais;Buais-Les-Monts;F
2016;50557;50090;Saint-Symphorien-des-Monts;Buais-Les-Monts;F
2016;50010;50099;Angoville-au-Plain;Carentan les Marais;F
2016;50099;50099;Carentan;Carentan les Marais;F
2016;50249;50099;Houesville;Carentan les Marais;F
2016;50458;50099;Saint-Cìme-du-Mont;Carentan les Marais;F
2016;50114;50115;Les Chambres;Le Grippon;F
2016;50115;50115;Champcervon;Le Grippon;F
2016;50129;50129;Cherbourg-Octeville;Cherbourg-en-Cotentin;F
2016;50173;50129;êqueurdreville-Hainneville;Cherbourg-en-Cotentin;F
2016;50203;50129;La Glacerie;Cherbourg-en-Cotentin;F
2016;50416;50129;Querqueville;Cherbourg-en-Cotentin;F
2016;50602;50129;Tourlaville;Cherbourg-en-Cotentin;F
2016;50139;50139;CondÇ-sur-Vire;CondÇ-sur-Vire;F
2016;50319;50139;Le Mesnil-Raoult;CondÇ-sur-Vire;F
2016;50142;50142;Cosqueville;Vicq-sur-Mer;F
2016;50211;50142;Gouberville;Vicq-sur-Mer;F
2016;50375;50142;NÇville-sur-Mer;Vicq-sur-Mer;F
2016;50432;50142;RÇthoville;Vicq-sur-Mer;F
2016;50132;50168;Les ChÇris;Ducey-Les ChÇris;F
2016;50168;50168;Ducey;Ducey-Les ChÇris;F
2016;50209;50209;Gonneville;Gonneville-Le Theil;F
2016;50595;50209;Le Theil;Gonneville-Le Theil;F
2016;50061;50215;Boisroger;Gouville sur Mer;F
2016;50215;50215;Gouville-sur-Mer;Gouville sur Mer;F
2016;50035;50236;Baudreville;La Haye;F
2016;50063;50236;Bolleville;La Haye;F
2016;50204;50236;Glatigny;La Haye;F
2016;50236;50236;La Haye-du-Puits;La Haye;F
2016;50330;50236;Mobecq;La Haye;F
2016;50343;50236;Montgardon;La Haye;F
2016;50544;50236;Saint-RÇmy-des-Landes;La Haye;F
2016;50558;50236;Saint-Symphorien-le-Valois;La Haye;F
2016;50586;50236;Surville;La Haye;F
2016;50123;50239;La Chapelle-en-Juger;Thäreval;F
2016;50239;50239;HÇbÇcrevon;Thäreval;F
2016;50012;50267;Angoville-sur-Ay;Lessay;F
2016;50267;50267;Lessay;Lessay;F
2016;50136;50273;Coigny;Montsenelle;F
2016;50273;50273;Lithaire;Montsenelle;F
2016;50415;50273;PrÇtot-Sainte-Suzanne;Montsenelle;F
2016;50497;50273;Saint-Jores;Montsenelle;F
2016;50280;50292;Lozon;Marigny-Le-Lozon;F
2016;50292;50292;Marigny;Marigny-Le-Lozon;F
2016;50056;50359;Bion;Mortain-Bocage;F
2016;50359;50359;Mortain;Mortain-Bocage;F
2016;50381;50359;Notre-Dame-du-Touchet;Mortain-Bocage;F
2016;50494;50359;Saint-Jean-du-Corail;Mortain-Bocage;F
2016;50638;50359;Villechien;Mortain-Bocage;F
2016;50134;50363;Chevry;Moyon Villages;F
2016;50316;50363;Le Mesnil-Opac;Moyon Villages;F
2016;50363;50363;Moyon;Moyon Villages;F
2016;50339;50388;Montchaton;Orval sur Sienne;F
2016;50388;50388;Orval;Orval sur Sienne;F
2016;50133;50391;Chävreville;Grandparigny;F
2016;50293;50391;Martigny;Grandparigny;F
2016;50329;50391;Milly;Grandparigny;F
2016;50391;50391;Parigny;Grandparigny;F
2016;50128;50393;Le Chefresne;Percy-en-Normandie;F
2016;50393;50393;Percy;Percy-en-Normandie;F
2016;50005;50400;Amfreville;Picauville;F
2016;50153;50400;Cretteville;Picauville;F
2016;50212;50400;Gourbesville;Picauville;F
2016;50250;50400;Houtteville;Picauville;F
2016;50400;50400;Picauville;Picauville;F
2016;50642;50400;Vindefontaine;Picauville;F
2016;50284;50410;Macey;Pontorson;F
2016;50410;50410;Pontorson;Pontorson;F
2016;50630;50410;Vessey;Pontorson;F
2016;50255;50419;Hyenville;Quettreville-sur-Sienne;F
2016;50419;50419;Quettreville-sur-Sienne;Quettreville-sur-Sienne;F
2016;50189;50436;Fontenay;Romagny Fontenay;F
2016;50436;50436;Romagny;Romagny Fontenay;F
2016;50484;50484;Saint-Hilaire-du-Harcouât;Saint-Hilaire-du-Harcouât;F
